# Catenated from 7 split-jobs.

# SNANA VERSION: v10_65e 

# DATA  VERSION: Lucas_TEST_smearC11 

# FITOPT:  CUTWIN_SNRMAX2 5 1.0E8 CUTWIN_NFILT_SNRMAX2 2 99

# ---------------------------------------- 

NVAR: 49 

VARNAMES:  CID IDSURVEY TYPE FIELD CUTFLAG_SNANA zHEL zHELERR zCMB zCMBERR zHD zHDERR VPEC VPECERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB SIM_TYPE_INDEX SIM_TEMPLATE_INDEX SIM_LIBID SIM_NGEN_LIBID SIM_ZCMB SIM_VPEC SIM_DLMAG SIM_PKMJD SIM_x1 SIM_c SIM_alpha SIM_beta SIM_x0 SIM_mB SIM_AV 

# VERSION_SNANA      = v10_65e 

# VERSION_PHOTOMETRY = Lucas_TEST_smearC11 

# SNANA_VERSION : v10_65e 

# TABLE NAME: FITRES 

# 

VARNAMES:  CID IDSURVEY TYPE FIELD CUTFLAG_SNANA zHEL zHELERR zCMB zCMBERR zHD zHDERR VPEC VPECERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB SIM_TYPE_INDEX SIM_TEMPLATE_INDEX SIM_LIBID SIM_NGEN_LIBID SIM_ZCMB SIM_VPEC SIM_DLMAG SIM_PKMJD SIM_x1 SIM_c SIM_alpha SIM_beta SIM_x0 SIM_mB SIM_AV 

SN: 1033 10 101 E1 1 0.47488 0.00010 0.47376 0.00010 0.47376 0.00148 0 300 -9 -9 21.7131 18.2006 12.8415 56610.727 0.489 -9.85544e-01 0.5410 -1.52798e-01 3.37324e-02 22.6086 5.30253e-02 1.62394e-05 7.93105e-07 4.55300e-03 -2.97352e-07 -4.90113e-09 26 26.7548 0.4771 1 0 2 1 0.4739 3.0723 42.1233 56610.844 -2.10095e-01 -3.49371e-02 0.1400 3.2000 1.52633e-05 22.6759 -9

SN: 7271 10 101 C1 1 0.53007 0.00010 0.52950 0.00010 0.52950 0.00153 0 300 -9 -9 24.5013 19.5101 15.2861 56584.828 0.289 1.73148e-02 0.2827 -1.20194e-01 2.72322e-02 22.6693 3.64318e-02 1.53564e-05 5.15281e-07 5.25539e-04 -8.57393e-08 -4.94535e-09 63 47.5840 0.9379 1 0 21 1 0.5299 -1.09697e+02 42.4131 56584.719 -6.55396e-02 -1.08561e-01 0.1400 3.2000 1.47933e-05 22.7098 -9

SN: 7686 10 101 C3 1 0.20964 0.00010 0.20916 0.00010 0.20916 0.00121 0 300 -9 -9 211.6257 179.6908 130.2115 56610.703 0.082 -7.21174e-01 5.99370e-02 -1.09023e-02 2.17429e-02 20.6756 2.69449e-02 9.63303e-05 2.39065e-06 -2.38129e-05 -1.54705e-08 -4.39634e-08 40 12.1713 1.0000 1 0 49 1 0.2111 -5.70364e+02 40.0850 56610.688 -6.73402e-01 -6.13840e-02 0.1400 3.2000 1.01594e-04 20.6178 -9

SN: 9086 10 101 X1+X3 1 0.99927 0.00010 0.99765 0.00010 0.99765 0.00200 0 300 -9 -9 10.8175 8.9109 3.0340 56564.254 1.031 -6.50068e-01 0.6180 0.1092 5.95714e-02 24.5854 6.08134e-02 2.62939e-06 1.47275e-07 7.08256e-03 -5.13094e-08 1.14269e-09 109 80.7127 0.9806 1 0 68 1 0.9971 110.1171 44.0947 56563.602 -8.15533e-01 -4.97069e-02 0.1400 3.2000 2.39917e-06 24.6848 -9

SN: 750 10 101 X3 1 0.13687 0.00010 0.13595 0.00010 0.13595 0.00114 0 300 -9 -9 230.0400 197.8005 179.8418 56584.758 0.057 0.2058 6.75537e-02 2.17949e-02 2.15183e-02 19.8735 2.79360e-02 2.01645e-04 5.18832e-06 -6.30646e-05 -4.62499e-08 -9.27208e-08 31 4.7353 1 1 0 90 1 0.1366 -1.28306e+02 39.0451 56584.766 0.1739 7.76736e-02 0.1400 3.2000 1.96007e-04 19.9043 -9

SN: 637 10 101 S1+S2 1 0.33633 0.00010 0.33536 0.00010 0.33536 0.00134 0 300 -9 -9 46.9842 39.3518 34.7939 56628.535 0.213 -1.55224e+00 0.1561 -1.70000e-01 2.95082e-03 21.7178 1.81787e-02 3.68871e-05 6.17607e-07 6.05165e-06 -2.15083e-08 -2.59690e-10 94 86.3465 0.7003 1 0 128 1 0.3355 -1.74618e+01 41.2386 56628.305 -1.89301e+00 -1.13042e-01 0.1400 3.2000 3.49341e-05 21.7769 -9

SN: 2909 10 101 S2 1 0.08009 0.00010 0.07931 0.00010 0.07931 0.00108 0 300 -9 -9 285.3061 282.0152 238.5283 56577.145 0.070 0.9238 5.27617e-02 -5.12798e-02 2.22676e-02 18.1848 2.78493e-02 9.55208e-04 2.45012e-05 -2.36241e-04 6.26249e-08 -4.49599e-07 36 9.9609 1.0000 1 0 141 1 7.91347e-02 70.1446 37.7782 56577.164 0.9662 -3.56314e-02 0.1400 3.2000 9.73684e-04 18.1640 -9

SN: 4831 10 101 C3 1 0.50274 0.00010 0.50216 0.00010 0.50216 0.00151 0 300 -9 -9 74.1286 48.5233 29.7507 56586.027 0.136 -3.48891e-02 0.1262 -8.24480e-02 2.17232e-02 22.7699 2.43213e-02 1.39968e-05 3.13538e-07 1.56598e-04 -1.21871e-08 -4.82881e-09 53 26.2907 0.9992 1 0 167 1 0.5024 -5.50221e+01 42.2743 56586.023 8.41490e-02 -3.91638e-02 0.1400 3.2000 1.39676e-05 22.7722 -9

SN: 8281 10 101 S2 1 0.45814 0.00010 0.45706 0.00010 0.45706 0.00146 0 300 -9 -9 21.0805 15.9887 11.9739 56632.320 0.622 -5.98751e-01 0.5133 3.91315e-02 3.57435e-02 22.9032 4.57717e-02 1.23794e-05 5.21882e-07 5.05494e-03 -1.60923e-07 -1.12137e-08 47 38.7459 0.8274 1 0 178 1 0.4546 759.4493 42.0195 56632.852 -4.87017e-01 3.96034e-02 0.1400 3.2000 1.30082e-05 22.8495 -9

SN: 10929 10 101 X2 1 0.65575 0.00010 0.65442 0.00010 0.65442 0.00166 0 300 -9 -9 15.6431 11.2398 5.7841 56607.664 1.137 1.7789 0.8222 -1.46938e-01 5.41780e-02 23.3517 6.19856e-02 8.19070e-06 4.67614e-07 1.00993e-02 -2.60643e-07 -4.83767e-09 35 44.3973 0.1589 1 0 199 1 0.6554 -2.41984e+02 42.9731 56606.746 0.5912 -6.37756e-02 0.1400 3.2000 8.42380e-06 23.3212 -9

SN: 8070 10 101 S1 1 0.54789 0.00010 0.54678 0.00010 0.54678 0.00155 0 300 -9 -9 12.4465 9.3538 8.2933 56575.402 1.011 1.8806 0.7653 0.1928 5.18092e-02 23.4911 6.20113e-02 7.20388e-06 4.11446e-07 4.39282e-03 -1.83925e-07 -1.07350e-08 52 55.8577 0.3680 1 0 218 1 0.5472 -1.50373e+02 42.4976 56574.133 0.3780 0.1484 0.1400 3.2000 6.79581e-06 23.5544 -9

SN: 12705 10 101 C3 1 0.89820 0.00010 0.89745 0.00010 0.89745 0.00190 0 300 -9 -9 16.9420 11.5233 8.5409 56584.145 0.616 -1.18757e+00 0.4101 -3.66743e-02 4.08932e-02 24.4755 4.55310e-02 2.90930e-06 1.22003e-07 8.30337e-04 -2.20772e-08 7.37430e-10 54 50.8388 0.6343 1 0 264 1 0.8976 -4.16408e+01 43.8113 56584.207 -7.11315e-01 -2.92842e-02 0.1400 3.2000 2.97254e-06 24.4522 -9

SN: 7019 10 101 C1 1 0.69644 0.00010 0.69585 0.00010 0.69585 0.00170 0 300 -9 -9 10.2411 9.5608 9.0964 56563.453 0.920 -1.41585e+00 0.6610 -3.72725e-02 5.80585e-02 23.5959 5.83428e-02 6.54097e-06 3.51483e-07 9.70473e-03 -1.42556e-07 -6.82881e-09 53 58.4029 0.3169 1 0 283 1 0.6966 -2.39345e+02 43.1338 56563.809 -5.28510e-01 -3.43914e-02 0.1400 3.2000 5.76618e-06 23.7328 -9

SN: 14188 10 101 S1 1 0.65637 0.00010 0.65522 0.00010 0.65522 0.00166 0 300 -9 -9 8.2028 7.0243 6.3537 56568.730 1.492 1.1567 1.1255 0.1151 6.87843e-02 23.7271 7.22095e-02 5.79648e-06 3.85509e-07 8.53476e-03 -2.69125e-07 -1.07718e-08 44 42.4079 0.5400 1 0 331 1 0.6559 -1.99458e+02 42.9748 56566.996 1.0695 4.23685e-02 0.1400 3.2000 6.54252e-06 23.5956 -9

